,fighter_name,win_loss,avg_td
2094,Joe Brammer,0.0,0.0
2095,Paul Daley,1.0,0.0
2096,Jonathan Goulet,0.5,1.25
2097,Renzo Gracie,,1.32054
2098,Brad Blackburn,0.75,0.0
2099,Matt Veach,0.5,2.0
2100,Mostapha Al-Turk,0.0,0.0
2101,Ronys Torres,0.0,5.0
2102,Lucio Linhares,0.0,2.0
2103,Rory Markham,0.5,0.0
2104,Paul Buentello,0.6,0.2
2105,Shannon Gugerty,0.5,1.25
2106,Chase Gormley,0.0,1.0
